bullet_x,bullet_y,package_x,package_y,time
-1.650000,-0.900000,1.490000,0.400000,2.897000
-1.650000,-0.900000,1.490000,0.400000,2.913000
-1.650000,-0.900000,1.490000,0.400000,2.930000
-1.650000,-0.900000,1.490000,0.400000,2.947000
-1.650000,-0.900000,1.490000,0.400000,2.963000
-1.650000,-0.900000,1.490000,0.400000,2.979000
-1.650000,-0.900000,1.490000,0.400000,2.996000
-1.650000,-0.900000,1.490000,0.400000,3.013000
-1.650000,-0.900000,1.490000,0.400000,3.029000
-1.650000,-0.900000,1.490000,0.400000,3.046000
-1.650000,-0.900000,1.490000,0.400000,3.063000
-1.650000,-0.900000,1.490000,0.400000,3.080000
-1.650000,-0.900000,1.490000,0.400000,3.096000
-1.650000,-0.900000,1.490000,0.400000,3.113000
-1.650000,-0.900000,1.490000,0.400000,3.129000
-1.650000,-0.900000,1.490000,0.400000,3.146000
-1.650000,-0.900000,1.480000,0.400000,3.163000
-1.650000,-0.900000,1.480000,0.400000,3.179000
-1.650000,-0.900000,1.470000,0.400000,3.195000
-1.650000,-0.900000,1.470000,0.400000,3.212000
-1.650000,-0.900000,1.470000,0.400000,3.228000
-1.650000,-0.900000,1.460000,0.400000,3.244000
-1.650000,-0.900000,1.460000,0.400000,3.261000
-1.650000,-0.900000,1.450000,0.400000,3.278000
-1.650000,-0.900000,1.450000,0.400000,3.296000
-1.650000,-0.900000,1.450000,0.400000,3.312000
-1.650000,-0.900000,1.440000,0.400000,3.329000
-1.650000,-0.900000,1.440000,0.400000,3.346000
-1.650000,-0.900000,1.430000,0.400000,3.362000
-1.650000,-0.900000,1.430000,0.400000,3.378000
-1.650000,-0.900000,1.420000,0.400000,3.395000
-1.650000,-0.900000,1.420000,0.400000,3.412000
-1.650000,-0.900000,1.420000,0.400000,3.428000
-1.650000,-0.900000,1.410000,0.400000,3.445000
-1.650000,-0.900000,1.410000,0.400000,3.462000
-1.650000,-0.900000,1.400000,0.400000,3.478000
-1.650000,-0.900000,1.400000,0.400000,3.494000
-1.650000,-0.900000,1.400000,0.400000,3.510000
-1.650000,-0.900000,1.390000,0.400000,3.526000
-1.650000,-0.900000,1.390000,0.400000,3.543000
-1.650000,-0.900000,1.380000,0.400000,3.559000
-1.650000,-0.900000,1.380000,0.400000,3.575000
-1.650000,-0.900000,1.380000,0.400000,3.592000
-1.650000,-0.900000,1.370000,0.400000,3.608000
-1.650000,-0.900000,1.370000,0.400000,3.625000
-1.650000,-0.900000,1.360000,0.400000,3.642000
-1.650000,-0.900000,1.360000,0.400000,3.658000
-1.650000,-0.900000,1.360000,0.400000,3.675000
-1.650000,-0.900000,1.350000,0.400000,3.691000
-1.650000,-0.900000,1.350000,0.400000,3.708000
-1.650000,-0.900000,1.350000,0.410000,3.725000
-1.650000,-0.900000,1.350000,0.410000,3.741000
-1.650000,-0.900000,1.350000,0.410000,3.758000
-1.650000,-0.900000,1.350000,0.410000,3.775000
-1.650000,-0.900000,1.350000,0.410000,3.791000
-1.650000,-0.900000,1.350000,0.410000,3.807000
-1.650000,-0.900000,1.350000,0.410000,3.823000
-1.650000,-0.900000,1.350000,0.410000,3.840000
-1.650000,-0.900000,1.350000,0.410000,3.856000
-1.650000,-0.900000,1.350000,0.410000,3.873000
-1.650000,-0.900000,1.350000,0.410000,3.889000
-1.650000,-0.900000,1.350000,0.410000,3.905000
-1.650000,-0.900000,1.350000,0.410000,3.921000
-1.650000,-0.900000,1.350000,0.410000,3.938000
-1.650000,-0.900000,1.350000,0.410000,3.954000
-1.650000,-0.900000,1.350000,0.410000,3.971000
-1.650000,-0.900000,1.350000,0.410000,3.988000
-1.650000,-0.900000,1.350000,0.410000,4.004000
-1.650000,-0.900000,1.350000,0.410000,4.020000
-1.650000,-0.900000,1.350000,0.410000,4.037000
-1.650000,-0.900000,1.350000,0.410000,4.053000
-1.650000,-0.900000,1.350000,0.410000,4.069000
-1.650000,-0.900000,1.350000,0.410000,4.085000
-1.650000,-0.900000,1.350000,0.410000,4.102000
-1.650000,-0.900000,1.360000,0.410000,4.119000
-1.650000,-0.900000,1.360000,0.410000,4.136000
-1.650000,-0.900000,1.360000,0.410000,4.152000
-1.650000,-0.900000,1.360000,0.410000,4.169000
-1.650000,-0.900000,1.360000,0.410000,4.186000
-1.650000,-0.900000,1.360000,0.410000,4.202000
-1.650000,-0.900000,1.360000,0.410000,4.218000
-1.650000,-0.900000,1.360000,0.410000,4.235000
-1.650000,-0.900000,1.350000,0.410000,4.251000
-1.650000,-0.900000,1.350000,0.410000,4.269000
-1.650000,-0.900000,1.350000,0.410000,4.285000
-1.650000,-0.900000,1.350000,0.410000,4.301000
-1.650000,-0.900000,1.350000,0.410000,4.318000
-1.650000,-0.900000,1.350000,0.410000,4.334000
-1.650000,-0.900000,1.360000,0.410000,4.351000
-1.650000,-0.900000,1.360000,0.410000,4.367000
-1.650000,-0.900000,1.360000,0.410000,4.384000
-1.650000,-0.900000,1.360000,0.410000,4.400000
-1.650000,-0.900000,1.360000,0.410000,4.416000
-1.650000,-0.900000,1.360000,0.410000,4.433000
-1.650000,-0.900000,1.350000,0.410000,4.450000
-1.650000,-0.900000,1.350000,0.410000,4.467000
-1.650000,-0.900000,1.350000,0.410000,4.483000
-1.650000,-0.900000,1.350000,0.410000,4.499000
-1.650000,-0.900000,1.350000,0.410000,4.515000
-1.650000,-0.900000,1.350000,0.410000,4.532000
-1.650000,-0.900000,1.350000,0.410000,4.549000
-1.650000,-0.900000,1.350000,0.410000,4.566000
-1.650000,-0.900000,1.350000,0.400000,4.584000
-1.650000,-0.900000,1.350000,0.400000,4.601000
-1.650000,-0.900000,1.350000,0.400000,4.618000
-1.650000,-0.900000,1.350000,0.400000,4.635000
-1.650000,-0.900000,1.350000,0.400000,4.652000
-1.650000,-0.900000,1.350000,0.400000,4.669000
-1.650000,-0.900000,1.350000,0.400000,4.685000
-1.650000,-0.900000,1.350000,0.400000,4.702000
-1.650000,-0.900000,1.360000,0.400000,4.719000
-1.650000,-0.900000,1.360000,0.400000,4.736000
-1.650000,-0.900000,1.360000,0.400000,4.753000
-1.650000,-0.900000,1.360000,0.400000,4.770000
-1.650000,-0.900000,1.360000,0.400000,4.786000
-1.650000,-0.900000,1.360000,0.400000,4.802000
-1.650000,-0.900000,1.360000,0.400000,4.819000
-1.650000,-0.900000,1.360000,0.400000,4.835000
-1.650000,-0.900000,1.360000,0.410000,4.851000
-1.650000,-0.900000,1.360000,0.410000,4.867000
-1.650000,-0.900000,1.360000,0.410000,4.883000
-1.650000,-0.900000,1.360000,0.410000,4.900000
-1.650000,-0.900000,1.360000,0.410000,4.916000
-1.650000,-0.900000,1.360000,0.410000,4.933000
-1.650000,-0.900000,1.360000,0.410000,4.949000
-1.650000,-0.900000,1.350000,0.410000,4.965000
-1.650000,-0.900000,1.350000,0.410000,4.983000
-1.650000,-0.900000,1.350000,0.410000,5.000000
-1.650000,-0.900000,1.350000,0.410000,5.016000
-1.650000,-0.900000,1.350000,0.410000,5.032000
-1.650000,-0.900000,1.350000,0.410000,5.049000
-1.650000,-0.900000,1.350000,0.410000,5.065000
-1.650000,-0.900000,1.350000,0.410000,5.081000
-1.650000,-0.900000,1.350000,0.410000,5.098000
-1.650000,-0.900000,1.350000,0.410000,5.115000
-1.650000,-0.900000,1.350000,0.410000,5.131000
-1.650000,-0.900000,1.350000,0.410000,5.147000
-1.650000,-0.900000,1.350000,0.410000,5.164000
-1.650000,-0.900000,1.350000,0.410000,5.180000
-1.650000,-0.900000,1.350000,0.410000,5.196000
-1.650000,-0.900000,1.350000,0.410000,5.213000
-1.650000,-0.900000,1.350000,0.410000,5.229000
-1.650000,-0.900000,1.350000,0.410000,5.245000
-1.650000,-0.900000,1.350000,0.410000,5.262000
-1.650000,-0.900000,1.350000,0.410000,5.279000
-1.650000,-0.900000,1.350000,0.410000,5.295000
-1.650000,-0.900000,1.350000,0.410000,5.311000
-1.650000,-0.900000,1.350000,0.410000,5.328000
-1.650000,-0.900000,1.350000,0.410000,5.344000
-1.650000,-0.900000,1.350000,0.410000,5.360000
-1.650000,-0.900000,1.350000,0.410000,5.376000
-1.650000,-0.900000,1.350000,0.410000,5.393000
-1.650000,-0.900000,1.350000,0.410000,5.409000
-1.650000,-0.900000,1.350000,0.410000,5.425000
-1.650000,-0.900000,1.350000,0.410000,5.441000
-1.650000,-0.900000,1.350000,0.410000,5.458000
-1.650000,-0.900000,1.340000,0.410000,5.475000
-1.650000,-0.900000,1.340000,0.410000,5.492000
-1.650000,-0.900000,1.330000,0.410000,5.509000
-1.650000,-0.900000,1.330000,0.410000,5.526000
-1.650000,-0.900000,1.320000,0.410000,5.542000
-1.650000,-0.900000,1.320000,0.410000,5.560000
-1.650000,-0.900000,1.320000,0.410000,5.577000
-1.650000,-0.900000,1.310000,0.410000,5.593000
-1.650000,-0.900000,1.310000,0.410000,5.611000
-1.650000,-0.900000,1.300000,0.410000,5.628000
-1.650000,-0.900000,1.300000,0.410000,5.645000
-1.650000,-0.900000,1.300000,0.410000,5.661000
-1.650000,-0.900000,1.290000,0.410000,5.677000
-1.650000,-0.900000,1.290000,0.410000,5.695000
-1.650000,-0.900000,1.280000,0.410000,5.712000
-1.650000,-0.900000,1.280000,0.410000,5.729000
-1.650000,-0.900000,1.270000,0.410000,5.746000
-1.650000,-0.900000,1.270000,0.410000,5.764000
-1.650000,-0.900000,1.270000,0.410000,5.780000
-1.650000,-0.900000,1.260000,0.410000,5.796000
-1.650000,-0.900000,1.260000,0.410000,5.813000
-1.650000,-0.900000,1.250000,0.410000,5.830000
-1.650000,-0.900000,1.250000,0.410000,5.847000
-1.650000,-0.900000,1.250000,0.410000,5.863000
-1.650000,-0.900000,1.240000,0.410000,5.879000
-1.650000,-0.900000,1.240000,0.410000,5.896000
-1.650000,-0.900000,1.230000,0.410000,5.912000
-1.650000,-0.900000,1.230000,0.410000,5.928000
-1.650000,-0.900000,1.230000,0.410000,5.945000
-1.650000,-0.900000,1.220000,0.410000,5.962000
-1.650000,-0.900000,1.220000,0.410000,5.979000
-1.650000,-0.900000,1.210000,0.410000,5.995000
-1.650000,-0.900000,1.210000,0.410000,6.011000
-1.650000,-0.900000,1.210000,0.410000,6.028000
-1.650000,-0.900000,1.200000,0.410000,6.044000
-1.650000,-0.900000,1.200000,0.410000,6.061000
-1.650000,-0.900000,1.190000,0.410000,6.078000
-1.650000,-0.900000,1.190000,0.410000,6.095000
-1.650000,-0.900000,1.190000,0.410000,6.111000
-1.650000,-0.900000,1.180000,0.410000,6.127000
-1.650000,-0.900000,1.180000,0.410000,6.143000
-1.650000,-0.900000,1.170000,0.410000,6.160000
-1.650000,-0.900000,1.170000,0.410000,6.177000
-1.650000,-0.900000,1.160000,0.410000,6.195000
-1.650000,-0.900000,1.160000,0.410000,6.212000
-1.650000,-0.900000,1.160000,0.410000,6.228000
-1.650000,-0.900000,1.150000,0.410000,6.244000
-1.650000,-0.900000,1.150000,0.410000,6.260000
-1.650000,-0.900000,1.140000,0.410000,6.277000
-1.650000,-0.900000,1.140000,0.410000,6.295000
-1.650000,-0.900000,1.140000,0.410000,6.311000
-1.650000,-0.900000,1.130000,0.410000,6.328000
-1.650000,-0.900000,1.130000,0.410000,6.345000
-1.650000,-0.900000,1.120000,0.410000,6.362000
-1.650000,-0.900000,1.120000,0.410000,6.380000
-1.650000,-0.900000,1.110000,0.410000,6.396000
-1.650000,-0.900000,1.110000,0.410000,6.413000
-1.650000,-0.900000,1.110000,0.410000,6.430000
-1.650000,-0.900000,1.100000,0.410000,6.447000
-1.650000,-0.900000,1.100000,0.410000,6.464000
-1.650000,-0.900000,1.090000,0.410000,6.480000
-1.650000,-0.900000,1.090000,0.410000,6.497000
-1.650000,-0.900000,1.090000,0.410000,6.513000
-1.650000,-0.900000,1.080000,0.410000,6.529000
-1.650000,-0.900000,1.080000,0.410000,6.545000
-1.650000,-0.900000,1.070000,0.410000,6.561000
-1.650000,-0.900000,1.070000,0.410000,6.579000
-1.650000,-0.900000,1.070000,0.410000,6.596000
-1.650000,-0.900000,1.060000,0.410000,6.612000
-1.650000,-0.900000,1.060000,0.410000,6.628000
-1.650000,-0.900000,1.050000,0.410000,6.644000
-1.650000,-0.900000,1.050000,0.410000,6.660000
-1.650000,-0.900000,1.050000,0.410000,6.676000
-1.650000,-0.900000,1.040000,0.410000,6.692000
-1.650000,-0.900000,1.040000,0.410000,6.710000
-1.650000,-0.900000,1.030000,0.410000,6.727000
-1.650000,-0.900000,1.030000,0.410000,6.745000
-1.650000,-0.900000,1.020000,0.410000,6.761000
-1.650000,-0.900000,1.020000,0.410000,6.779000
-1.650000,-0.900000,1.020000,0.410000,6.795000
-1.650000,-0.900000,1.010000,0.410000,6.811000
-1.650000,-0.900000,1.010000,0.410000,6.827000
-1.650000,-0.900000,1.000000,0.410000,6.844000
-1.650000,-0.900000,1.000000,0.410000,6.861000
-1.650000,-0.900000,1.000000,0.410000,6.878000
-1.650000,-0.900000,0.990000,0.410000,6.894000
-1.650000,-0.900000,0.990000,0.410000,6.911000
-1.650000,-0.900000,0.980000,0.410000,6.927000
-1.650000,-0.900000,0.980000,0.410000,6.944000
-1.650000,-0.900000,0.980000,0.410000,6.960000
-1.650000,-0.900000,0.970001,0.410000,6.976000
-1.650000,-0.900000,0.970001,0.410000,6.993000
-1.650000,-0.900000,0.960001,0.410000,7.009000
-1.650000,-0.900000,0.960001,0.410000,7.026000
-1.650000,-0.900000,0.950001,0.410000,7.042000
-1.650000,-0.900000,0.950001,0.410000,7.060000
-1.650000,-0.900000,0.950001,0.410000,7.077000
-1.650000,-0.900000,0.940001,0.410000,7.093000
-1.650000,-0.900000,0.940001,0.410000,7.111000
-1.650000,-0.900000,0.930001,0.410000,7.128000
-1.650000,-0.900000,0.930001,0.410000,7.144000
-1.650000,-0.900000,0.930001,0.410000,7.160000
-1.650000,-0.900000,0.920001,0.410000,7.176000
-1.650000,-0.900000,0.920001,0.410000,7.193000
-1.650000,-0.900000,0.910001,0.410000,7.210000
-1.650000,-0.900000,0.910001,0.410000,7.227000
-1.650000,-0.900000,0.910001,0.410000,7.244000
-1.650000,-0.900000,0.900001,0.410000,7.260000
-1.650000,-0.900000,0.900001,0.410000,7.278000
-1.650000,-0.900000,0.890001,0.410000,7.294000
-1.650000,-0.900000,0.890001,0.410000,7.311000
-1.650000,-0.900000,0.880001,0.410000,7.328000
-1.650000,-0.900000,0.880001,0.410000,7.346000
-1.650000,-0.900000,0.880001,0.410000,7.362000
-1.650000,-0.900000,0.870001,0.410000,7.378000
-1.650000,-0.900000,0.870001,0.410000,7.394000
-1.650000,-0.900000,0.860001,0.410000,7.410000
-1.650000,-0.900000,0.860001,0.410000,7.427000
-1.650000,-0.900000,0.860001,0.410000,7.444000
-1.650000,-0.900000,0.850001,0.410000,7.461000
-1.650000,-0.900000,0.850001,0.410000,7.477000
-1.650000,-0.900000,0.840001,0.410000,7.493000
-1.650000,-0.900000,0.840001,0.410000,7.510000
-1.650000,-0.900000,0.840001,0.410000,7.526000
-1.650000,-0.900000,0.830001,0.410000,7.543000
-1.650000,-0.900000,0.830001,0.410000,7.560000
-1.650000,-0.900000,0.820001,0.410000,7.577000
-1.650000,-0.900000,0.820001,0.410000,7.594000
-1.650000,-0.900000,0.820001,0.410000,7.611000
-1.650000,-0.900000,0.810001,0.410000,7.627000
-1.650000,-0.900000,0.810001,0.410000,7.643000
-1.650000,-0.900000,0.800001,0.410000,7.659000
-1.650000,-0.900000,0.800001,0.410000,7.675000
-1.650000,-0.900000,0.800001,0.410000,7.692000
-1.650000,-0.900000,0.790001,0.410000,7.708000
-1.650000,-0.900000,0.790001,0.410000,7.725000
-1.650000,-0.900000,0.780001,0.410000,7.741000
-1.650000,-0.900000,0.780001,0.410000,7.757000
-1.650000,-0.900000,0.780001,0.410000,7.775000
-1.650000,-0.900000,0.780001,0.410000,7.792000
-1.650000,-0.900000,0.780001,0.410000,7.808000
-1.650000,-0.900000,0.780001,0.410000,7.825000
-1.650000,-0.900000,0.780001,0.410000,7.841000
-1.650000,-0.900000,0.780001,0.410000,7.859000
-1.650000,-0.900000,0.780001,0.410000,7.875000
-1.650000,-0.900000,0.780001,0.410000,7.891000
-1.650000,-0.900000,0.780001,0.410000,7.908000
-1.650000,-0.900000,0.780001,0.410000,7.924000
-1.650000,-0.900000,0.780001,0.410000,7.940000
-1.650000,-0.900000,0.780001,0.410000,7.957000
-1.650000,-0.900000,0.780001,0.410000,7.973000
-1.650000,-0.900000,0.780001,0.410000,7.989000
-1.650000,-0.900000,0.780001,0.410000,8.006000
-1.650000,-0.900000,0.780001,0.410000,8.022000
-1.650000,-0.900000,0.780001,0.410000,8.039000
-1.650000,-0.900000,0.780001,0.410000,8.055000
-1.650000,-0.900000,0.780001,0.410000,8.072000
-1.650000,-0.900000,0.780001,0.410000,8.088000
-1.650000,-0.900000,0.780001,0.410000,8.104000
-1.650000,-0.900000,0.780001,0.410000,8.120000
-1.650000,-0.900000,0.780001,0.410000,8.137000
-1.650000,-0.900000,0.780001,0.410000,8.153000
-1.650000,-0.900000,0.780001,0.410000,8.170000
-1.650000,-0.900000,0.780001,0.410000,8.186000
-1.545250,-0.844948,0.780001,0.408582,8.203000
-1.440501,-0.792730,0.780001,0.404330,8.220000
-1.335751,-0.743348,0.780001,0.397242,8.237000
-1.231007,-0.696804,0.780001,0.387319,8.254000
-1.132416,-0.655584,0.780001,0.375390,8.270000
-1.033831,-0.616877,0.780001,0.360950,8.286000
-0.929081,-0.578502,0.780001,0.342855,8.303000
-0.824337,-0.542964,0.780001,0.321926,8.320000
-0.719588,-0.510259,0.780001,0.298161,8.337000
-0.621002,-0.482068,0.780001,0.273205,8.353000
-0.516253,-0.454867,0.780001,0.243936,8.370000
-0.411503,-0.430501,0.780001,0.211833,8.387000
-0.312918,-0.410158,0.780001,0.179028,8.403000
-0.214332,-0.392327,0.780001,0.143713,8.419000
-0.115741,-0.377006,0.780001,0.105884,8.435000
-0.017156,-0.364197,0.780001,0.065545,8.451000
0.081430,-0.353900,0.780001,0.022696,8.467000
0.180015,-0.346114,0.780001,-0.022665,8.483000
0.284765,-0.340593,0.780001,-0.073614,8.500000
0.383350,-0.337986,0.780001,-0.124154,8.516000
0.481936,-0.337891,0.780001,-0.177206,8.532000
0.580527,-0.340308,0.780001,-0.232773,8.548000
