bullet_x,bullet_y,bullet_z,package_x,package_y,package_z,time
0.000000,0.000000,1.500000,0.400000,0.060000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.155000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.206000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.237000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.268000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.299000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.328000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.356000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.391000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.421000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.486000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.606000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.689000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.748000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.844000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.904000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,0.974000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.027000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.065000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.094000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.127000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.159000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.193000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.226000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.256000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.285000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.317000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.348000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.382000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.412000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.442000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.472000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.501000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.530000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.559000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.589000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.618000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.646000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.675000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.704000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.736000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.767000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.799000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.828000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.857000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.886000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.915000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.945000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,1.977000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,2.008000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,2.038000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,2.068000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,2.097000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,2.128000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,2.160000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,2.191000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,2.221000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,2.249000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,2.277000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,2.312000,0.000000,0.000000
