bullet_x,bullet_y,bullet_z,package_x,package_y,package_z,time
0.000000,0.000000,1.500000,0.400000,5.421000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.453000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.483000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.514000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.544000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.575000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.606000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.636000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.668000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.701000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.732000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.763000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.795000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.827000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.858000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.891000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.921000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.951000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,5.983000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.013000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.044000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.074000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.105000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.136000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.167000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.199000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.230000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.261000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.292000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.324000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.355000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.391000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.423000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.456000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.487000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.519000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.551000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.583000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.615000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.646000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.678000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.709000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.739000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.771000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.802000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.842000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.875000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.908000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.943000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,6.976000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.009000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.044000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.079000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.113000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.145000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.179000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.212000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.244000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.275000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.306000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.342000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.385000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.419000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.449000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.480000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.511000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.541000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.573000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.611000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.643000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.674000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.705000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.737000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.768000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.799000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.831000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.862000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.893000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.924000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.954000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,7.986000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.017000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.048000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.080000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.111000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.140000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.171000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.203000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.234000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.265000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.296000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.329000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.359000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.389000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.422000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.454000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.484000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.535000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.570000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.602000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.632000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.664000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.695000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.725000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.756000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.788000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.820000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.857000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.889000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.920000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.951000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,8.984000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.015000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.046000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.076000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.107000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.137000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.168000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.199000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.230000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.261000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.292000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.324000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.355000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.386000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.417000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.448000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.478000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.510000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.540000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.571000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.602000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.632000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.664000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.695000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.726000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.757000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.789000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.822000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.856000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.890000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.922000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.956000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,9.989000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.020000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.051000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.082000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.113000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.144000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.176000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.206000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.237000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.268000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.300000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.331000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.362000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.392000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.423000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.454000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.485000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.515000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.546000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.577000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.607000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.637000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.668000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.701000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.732000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.763000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.793000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.824000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.855000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.885000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.916000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.947000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,10.979000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.009000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.040000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.071000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.117000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.161000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.203000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.234000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.265000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.295000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.327000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.358000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.389000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.420000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.453000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.484000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.515000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.546000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.577000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.618000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.649000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.680000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.711000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.742000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.774000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.805000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.837000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.868000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.899000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.930000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.961000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,11.993000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.023000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.054000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.085000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.116000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.147000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.180000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.218000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.254000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.285000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.316000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.347000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.378000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.408000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.439000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.470000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.508000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.551000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.582000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.616000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.646000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.677000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.708000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.745000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.801000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.839000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.870000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.901000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.932000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,12.964000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.000000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.045000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.076000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.106000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.137000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.168000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.199000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.230000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.260000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.291000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.323000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.354000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.385000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.415000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.446000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.477000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.508000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.540000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.570000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.600000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.630000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.661000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.692000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.722000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.753000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.784000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.814000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.845000,0.000000,0.000000
0.000000,0.000000,1.500000,0.400000,13.876000,0.000000,0.000000
