bullet_x,bullet_y,package_x,package_y
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.500000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.546518,-0.858413,1.490000,0.398744
-1.443037,-0.819337,1.490000,0.394977
-1.333087,-0.780571,1.490000,0.388223
-1.229605,-0.746675,1.490000,0.379276
-1.113187,-0.711543,1.490000,0.366209
-1.009705,-0.682984,1.490000,0.351926
-0.899756,-0.655391,1.490000,0.333998
-0.789807,-0.630634,1.490000,0.313235
-0.686325,-0.609922,1.490000,0.291104
-0.576376,-0.590668,1.490000,0.264838
-0.472894,-0.575136,1.490000,0.237527
-0.369411,-0.562116,1.490000,0.207704
-0.259462,-0.551033,1.490000,0.173266
-0.149513,-0.542786,1.490000,0.135993
-0.046031,-0.537614,1.490000,0.098323
0.057451,-0.534953,1.490000,0.058141
0.167400,-0.534877,1.490000,0.012696
0.270882,-0.537396,1.490000,-0.032665
0.380832,-0.542823,1.490000,-0.083613
0.497248,-0.551660,1.490000,-0.140648
0.607199,-0.562925,1.490000,-0.197434
0.710679,-0.576117,1.490000,-0.253468
0.814161,-0.591820,1.490000,-0.312014
0.917643,-0.610035,1.490000,-0.373072
1.021125,-0.630761,1.490000,-0.436641
1.124607,-0.653998,1.490000,-0.502721
1.234557,-0.681440,1.490000,-0.575683
1.338039,-0.709857,1.490000,-0.646943
1.447988,-0.742802,1.490000,-0.725408
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
-1.650000,-0.900000,1.490000,0.400000
