0.010000 0.099509 9.901900
0.020000 0.198038 9.803800
0.030000 0.295585 9.705700
0.040000 0.392152 9.607600
0.050000 0.487738 9.509500
0.060000 0.582342 9.411400
0.070000 0.675965 9.313300
0.080000 0.768608 9.215200
0.090000 0.860270 9.117100
0.100000 0.950950 9.019000
0.110000 1.040650 8.920900
0.120000 1.129368 8.822800
0.130000 1.217106 8.724700
0.140000 1.303862 8.626600
0.150000 1.389637 8.528500
0.160000 1.474432 8.430400
0.170000 1.558246 8.332300
0.180000 1.641078 8.234200
0.190000 1.722929 8.136100
0.200000 1.803800 8.038000
0.210000 1.883689 7.939900
0.220000 1.962598 7.841800
0.230000 2.040525 7.743700
0.240000 1.922072 7.841800
0.250000 1.843164 7.939900
0.260000 1.763274 8.038000
0.270000 1.682404 8.136100
0.280000 1.600553 8.234200
0.290000 1.517720 8.332300
0.300000 1.433907 8.430400
0.310000 1.349112 8.528500
0.320000 1.263336 8.626600
0.330000 1.176580 8.724700
0.340000 1.088843 8.822800
0.350000 1.000124 8.920900
0.360000 0.910425 9.019000
0.370000 0.819744 9.117100
0.380000 0.728082 9.215200
0.390000 0.635440 9.313300
0.400000 0.541816 9.411400
0.410000 0.447212 9.509501
0.420000 0.351627 9.607600
0.430000 0.255060 9.705700
0.440000 0.157513 9.803801
0.450000 0.058984 9.901900
0.460000 -0.040526 10.000000
0.470000 0.099509 9.901900
0.480000 0.198038 9.803800
0.490000 0.295585 9.705700
0.500000 0.392152 9.607600
0.510000 0.487738 9.509500
0.520000 0.582342 9.411400
0.530000 0.675965 9.313300
0.540000 0.768608 9.215200
0.550000 0.860270 9.117100
0.560000 0.950950 9.019000
0.570000 1.040650 8.920900
0.580000 1.129368 8.822800
0.590000 1.217106 8.724700
0.600000 1.303862 8.626600
0.610000 1.389637 8.528500
0.620000 1.474432 8.430400
0.630000 1.558246 8.332300
0.640000 1.641078 8.234200
0.650000 1.722929 8.136100
0.660000 1.803800 8.038000
0.670000 1.883689 7.939900
0.680000 1.962598 7.841800
0.690000 2.040525 7.743700
0.700000 1.922072 7.841800
0.710000 1.843164 7.939900
0.720000 1.763274 8.038000
0.730000 1.682404 8.136100
0.740000 1.600553 8.234200
0.750000 1.517720 8.332300
0.760000 1.433907 8.430400
0.770000 1.349112 8.528500
0.780000 1.263336 8.626600
0.790000 1.176580 8.724700
0.800000 1.088843 8.822800
0.810000 1.000124 8.920900
0.820000 0.910425 9.019000
0.830000 0.819744 9.117100
0.840000 0.728082 9.215200
0.850000 0.635440 9.313300
0.860000 0.541816 9.411400
0.870000 0.447212 9.509501
0.880000 0.351627 9.607600
0.890000 0.255060 9.705700
0.900000 0.157513 9.803801
0.910000 0.058984 9.901900
0.920000 -0.040526 10.000000
0.930000 0.099509 9.901900
0.940000 0.198038 9.803800
0.950000 0.295585 9.705700
0.960000 0.392152 9.607600
0.970000 0.487738 9.509500
0.980000 0.582342 9.411400
0.990000 0.675965 9.313300
1.000000 0.768608 9.215200
1.010000 0.860270 9.117100
1.020000 0.950950 9.019000
1.030000 1.040650 8.920900
1.040000 1.129368 8.822800
1.050000 1.217106 8.724700
1.060000 1.303862 8.626600
1.070000 1.389637 8.528500
1.080000 1.474432 8.430400
1.090000 1.558246 8.332300
1.100000 1.641078 8.234200
1.110000 1.722929 8.136100
1.120000 1.803800 8.038000
1.130000 1.883689 7.939900
1.140000 1.962598 7.841800
1.150000 2.040525 7.743700
1.160000 1.922072 7.841800
1.170000 1.843164 7.939900
1.180000 1.763274 8.038000
1.190000 1.682404 8.136100
1.200000 1.600553 8.234200
1.210000 1.517720 8.332300
1.220000 1.433907 8.430400
1.230000 1.349112 8.528500
1.240000 1.263336 8.626600
1.250000 1.176580 8.724700
