x,y,t
-0.307928,0.393929,2.302000
-0.312282,0.390487,2.305000
-0.316597,0.386997,2.308000
-0.319452,0.384644,2.310000
-0.323701,0.381074,2.313000
-0.327911,0.377458,2.316000
-0.330696,0.375021,2.318000
-0.334838,0.371327,2.321000
-0.338938,0.367588,2.324000
-0.342998,0.363803,2.327000
-0.347014,0.359974,2.330000
-0.349669,0.357396,2.332000
-0.352304,0.354798,2.334000
-0.356220,0.350866,2.337000
-0.358807,0.348220,2.339000
-0.361374,0.345556,2.341000
-0.365188,0.341523,2.344000
-0.367705,0.338812,2.346000
-0.371443,0.334709,2.349000
-0.373909,0.331951,2.351000
-0.377571,0.327781,2.354000
-0.381186,0.323570,2.357000
-0.384754,0.319319,2.360000
-0.387106,0.316463,2.362000
-0.389438,0.313590,2.364000
-0.391747,0.310699,2.366000
-0.394036,0.307792,2.368000
-0.397428,0.303399,2.371000
-0.400771,0.298969,2.374000
-0.402972,0.295995,2.376000
-0.405152,0.293005,2.378000
-0.408379,0.288490,2.381000
-0.410503,0.285460,2.383000
-0.412604,0.282415,2.385000
-0.415713,0.277818,2.388000
-0.418771,0.273186,2.391000
-0.420781,0.270080,2.393000
-0.423753,0.265393,2.396000
-0.425705,0.262250,2.398000
-0.428590,0.257508,2.401000
-0.431422,0.252735,2.404000
-0.433280,0.249536,2.406000
-0.435115,0.246323,2.408000
-0.436926,0.243096,2.410000
-0.439597,0.238231,2.413000
-0.442214,0.233338,2.416000
-0.444777,0.228415,2.419000
-0.447285,0.223464,2.422000
-0.448926,0.220148,2.424000
-0.450543,0.216819,2.426000
-0.452922,0.211806,2.429000
-0.454477,0.208448,2.431000
-0.456007,0.205079,2.433000
-0.458255,0.200005,2.436000
-0.460447,0.194907,2.439000
-0.461877,0.191494,2.441000
-0.463281,0.188070,2.443000
-0.464660,0.184637,2.445000
-0.466014,0.181193,2.447000
-0.467996,0.176010,2.450000
-0.469286,0.172542,2.452000
-0.470550,0.169064,2.454000
-0.472398,0.163831,2.457000
-0.473597,0.160331,2.459000
-0.474770,0.156822,2.461000
-0.476482,0.151542,2.464000
-0.478135,0.146244,2.467000
-0.479204,0.142702,2.469000
-0.480758,0.137375,2.472000
-0.482253,0.132030,2.475000
-0.483217,0.128457,2.477000
-0.484613,0.123086,2.480000
-0.485511,0.119496,2.482000
-0.486382,0.115900,2.484000
-0.487638,0.110495,2.487000
-0.488835,0.105075,2.490000
-0.489971,0.099643,2.493000
-0.490695,0.096015,2.495000
-0.491730,0.090562,2.498000
-0.492705,0.085099,2.501000
-0.493321,0.081450,2.503000
-0.494195,0.075969,2.506000
-0.494744,0.072311,2.508000
-0.495516,0.066815,2.511000
-0.496227,0.061311,2.514000
-0.496667,0.057637,2.516000
-0.497080,0.053960,2.518000
-0.497648,0.048439,2.521000
-0.497993,0.044755,2.523000
-0.498311,0.041068,2.525000
-0.498736,0.035535,2.528000
-0.499099,0.029997,2.531000
-0.499308,0.026303,2.533000
-0.499569,0.020759,2.536000
-0.499768,0.015213,2.539000
-0.499867,0.011515,2.541000
-0.499964,0.005966,2.544000
-0.500000,0.000416,2.547000
-0.499974,-0.005134,2.550000
-0.499886,-0.010683,2.553000
-0.499736,-0.016231,2.556000
-0.499603,-0.019929,2.558000
-0.499442,-0.023625,2.560000
-0.499149,-0.029167,2.563000
-0.498919,-0.032860,2.565000
-0.498524,-0.038396,2.568000
-0.498067,-0.043927,2.571000
-0.497728,-0.047611,2.573000
-0.497169,-0.053133,2.576000
-0.496548,-0.058648,2.579000
-0.496101,-0.062321,2.581000
-0.495379,-0.067824,2.584000
-0.494595,-0.073318,2.587000
-0.494039,-0.076976,2.589000
-0.493154,-0.082455,2.592000
-0.492531,-0.086102,2.594000
-0.491545,-0.091563,2.597000
-0.490854,-0.095198,2.599000
-0.489767,-0.100641,2.602000
-0.488619,-0.106071,2.605000
-0.487821,-0.109684,2.607000
-0.486996,-0.113291,2.609000
-0.486144,-0.116892,2.611000
-0.484817,-0.122280,2.614000
-0.483899,-0.125864,2.616000
-0.482954,-0.129442,2.618000
-0.481983,-0.133012,2.620000
-0.480986,-0.136575,2.622000
-0.479440,-0.141906,2.625000
-0.478377,-0.145450,2.627000
-0.476733,-0.150751,2.630000
-0.475030,-0.156032,2.633000
-0.473863,-0.159544,2.635000
-0.472669,-0.163046,2.637000
-0.470830,-0.168282,2.640000
-0.469572,-0.171762,2.642000
-0.468288,-0.175232,2.644000
-0.466314,-0.180419,2.647000
-0.464966,-0.183865,2.649000
-0.463593,-0.187301,2.651000
-0.462194,-0.190726,2.653000
-0.460049,-0.195844,2.656000
-0.457847,-0.200938,2.659000
-0.456347,-0.204321,2.661000
-0.454051,-0.209374,2.664000
-0.452490,-0.212728,2.666000
-0.450101,-0.217737,2.669000
-0.448477,-0.221062,2.671000
-0.445996,-0.226027,2.674000
-0.444311,-0.229321,2.676000
-0.442602,-0.232602,2.678000
-0.439993,-0.237501,2.681000
-0.437329,-0.242370,2.684000
-0.435524,-0.245600,2.686000
-0.433694,-0.248816,2.688000
-0.430906,-0.253614,2.691000
-0.429017,-0.256796,2.693000
-0.427105,-0.259963,2.695000
-0.424194,-0.264688,2.698000
-0.421230,-0.269380,2.701000
-0.419224,-0.272490,2.703000
-0.416174,-0.277127,2.706000
-0.413072,-0.281729,2.709000
-0.410977,-0.284778,2.711000
-0.407790,-0.289322,2.714000
-0.404554,-0.293830,2.717000
-0.402368,-0.296816,2.719000
-0.399049,-0.301264,2.722000
-0.395681,-0.305674,2.725000
-0.393408,-0.308594,2.727000
-0.389958,-0.312942,2.730000
-0.387632,-0.315819,2.732000
-0.385284,-0.318679,2.734000
-0.381723,-0.322936,2.737000
-0.379323,-0.325752,2.739000
-0.375684,-0.329942,2.742000
-0.373232,-0.332713,2.744000
-0.369516,-0.336835,2.747000
-0.367013,-0.339560,2.749000
-0.363222,-0.343613,2.752000
-0.360669,-0.346291,2.754000
-0.356803,-0.350273,2.757000
-0.354201,-0.352904,2.759000
-0.351580,-0.355515,2.761000
-0.347613,-0.359396,2.764000
-0.344943,-0.361959,2.766000
-0.340905,-0.365765,2.769000
-0.338189,-0.368278,2.771000
-0.335454,-0.370770,2.773000
-0.331318,-0.374471,2.776000
-0.328538,-0.376912,2.778000
-0.324334,-0.380536,2.781000
-0.320091,-0.384112,2.784000
-0.315807,-0.387641,2.787000
-0.312930,-0.389968,2.789000
-0.310036,-0.392273,2.791000
-0.307124,-0.394556,2.793000
-0.302726,-0.397941,2.796000
-0.299773,-0.400170,2.798000
-0.295313,-0.403473,2.801000
-0.292319,-0.405647,2.803000
-0.287798,-0.408867,2.806000
-0.284765,-0.410985,2.808000
-0.281716,-0.413081,2.810000
-0.277114,-0.416183,2.813000
-0.274026,-0.418222,2.815000
-0.269367,-0.421238,2.818000
-0.266243,-0.423220,2.820000
-0.263103,-0.425178,2.822000
-0.259950,-0.427114,2.824000
-0.256782,-0.429026,2.826000
-0.252004,-0.431849,2.829000
-0.248802,-0.433702,2.831000
-0.243972,-0.436437,2.834000
-0.240736,-0.438231,2.836000
-0.235857,-0.440876,2.839000
-0.230949,-0.443466,2.842000
-0.226013,-0.446003,2.845000
-0.222706,-0.447663,2.847000
-0.219387,-0.449299,2.849000
-0.216056,-0.450910,2.851000
-0.211038,-0.453280,2.854000
-0.205994,-0.455595,2.857000
-0.200925,-0.457853,2.860000
-0.197531,-0.459327,2.862000
-0.192420,-0.461492,2.865000
-0.189000,-0.462903,2.867000
-0.183851,-0.464972,2.870000
-0.180405,-0.466320,2.872000
-0.175217,-0.468294,2.875000
-0.170009,-0.470210,2.878000
-0.164779,-0.472068,2.881000
-0.161282,-0.473274,2.883000
-0.157775,-0.474455,2.885000
-0.152499,-0.476177,2.888000
-0.148971,-0.477292,2.890000
-0.143664,-0.478916,2.893000
-0.140116,-0.479966,2.895000
-0.134780,-0.481492,2.898000
-0.129427,-0.482958,2.901000
-0.125850,-0.483903,2.903000
-0.122266,-0.484821,2.905000
-0.118674,-0.485712,2.907000
-0.115077,-0.486577,2.909000
-0.109669,-0.487824,2.912000
-0.104248,-0.489012,2.915000
-0.100626,-0.489770,2.917000
-0.096999,-0.490501,2.919000
-0.091549,-0.491547,2.922000
-0.087909,-0.492211,2.924000
-0.084264,-0.492848,2.926000
-0.078789,-0.493753,2.929000
-0.075132,-0.494323,2.931000
-0.071472,-0.494865,2.933000
-0.065975,-0.495628,2.936000
-0.060470,-0.496330,2.939000
-0.056795,-0.496764,2.941000
-0.051278,-0.497364,2.944000
-0.047596,-0.497729,2.946000
-0.042069,-0.498227,2.949000
-0.036536,-0.498663,2.952000
-0.032845,-0.498920,2.954000
-0.027305,-0.499254,2.957000
-0.023610,-0.499442,2.959000
-0.019913,-0.499603,2.961000
-0.014367,-0.499794,2.964000
-0.010668,-0.499886,2.966000
-0.005118,-0.499974,2.969000
-0.001419,-0.499998,2.971000
0.004131,-0.499983,2.974000
0.007831,-0.499939,2.976000
0.013380,-0.499821,2.979000
0.017078,-0.499708,2.981000
0.022623,-0.499488,2.984000
0.028166,-0.499206,2.987000
0.033705,-0.498863,2.990000
0.039240,-0.498458,2.993000
0.042928,-0.498154,2.995000
0.048454,-0.497647,2.998000
0.052136,-0.497274,3.000000
0.057652,-0.496665,3.003000
0.061326,-0.496225,3.005000
0.066830,-0.495514,3.008000
0.072326,-0.494741,3.011000
0.077813,-0.493908,3.014000
0.081466,-0.493319,3.016000
0.086936,-0.492384,3.019000
0.092396,-0.491389,3.022000
0.097845,-0.490333,3.025000
0.103281,-0.489217,3.028000
0.108704,-0.488040,3.031000
0.114115,-0.486804,3.034000
0.119511,-0.485507,3.037000
0.123101,-0.484609,3.039000
0.126683,-0.483685,3.041000
0.132044,-0.482249,3.044000
0.137389,-0.480754,3.047000
0.142716,-0.479199,3.050000
0.148027,-0.477586,3.053000
0.151557,-0.476477,3.055000
0.155078,-0.475343,3.057000
0.160345,-0.473592,3.060000
0.165592,-0.471783,3.063000
0.169079,-0.470545,3.065000
0.174291,-0.468639,3.068000
0.177754,-0.467337,3.070000
0.182930,-0.465335,3.073000
0.186369,-0.463968,3.075000
0.191507,-0.461871,3.078000
0.194920,-0.460441,3.080000
0.198322,-0.458986,3.082000
0.201713,-0.457506,3.084000
0.205093,-0.456001,3.086000
0.210142,-0.453696,3.089000
0.215165,-0.451336,3.092000
0.218499,-0.449731,3.094000
0.223477,-0.447279,3.097000
0.228428,-0.444771,3.100000
0.231713,-0.443068,3.102000
0.236616,-0.440469,3.105000
0.241491,-0.437815,3.108000
0.246336,-0.435108,3.111000
0.251150,-0.432347,3.114000
0.254342,-0.430477,3.116000
0.257521,-0.428583,3.118000
0.260685,-0.426665,3.120000
0.265405,-0.423746,3.123000
0.268533,-0.421770,3.125000
0.273198,-0.418763,3.128000
0.277830,-0.415705,3.131000
0.280898,-0.413638,3.133000
0.285472,-0.410495,3.136000
0.290011,-0.407301,3.139000
0.293017,-0.405143,3.141000
0.297496,-0.401866,3.144000
0.300461,-0.399654,3.146000
0.304879,-0.396294,3.149000
0.309259,-0.392886,3.152000
0.313601,-0.389429,3.155000
0.316474,-0.387097,3.157000
0.319330,-0.384745,3.159000
0.322168,-0.382371,3.161000
0.326392,-0.378772,3.164000
0.329186,-0.376346,3.166000
0.333343,-0.372669,3.169000
0.337459,-0.368946,3.172000
0.340180,-0.366439,3.174000
0.344227,-0.362640,3.177000
0.348231,-0.358797,3.180000
0.350876,-0.356211,3.182000
0.354808,-0.352294,3.185000
0.358697,-0.348334,3.188000
0.361265,-0.345670,3.190000
0.365079,-0.341639,3.193000
0.368849,-0.337566,3.196000
0.371336,-0.334827,3.198000
0.375030,-0.330685,3.201000
0.377467,-0.327900,3.203000
0.379883,-0.325098,3.205000
0.383468,-0.320862,3.208000
0.385832,-0.318015,3.210000
0.389338,-0.313713,3.213000
0.391649,-0.310824,3.215000
0.395075,-0.306457,3.218000
0.398452,-0.302053,3.221000
0.400676,-0.299096,3.223000
0.402878,-0.296123,3.225000
0.405059,-0.293134,3.227000
0.408288,-0.288620,3.230000
0.411466,-0.284070,3.233000
0.413557,-0.281018,3.235000
0.416650,-0.276410,3.238000
0.419693,-0.271768,3.241000
0.421692,-0.268655,3.243000
0.423669,-0.265527,3.245000
0.426590,-0.260808,3.248000
0.428508,-0.257644,3.250000
0.430403,-0.254466,3.252000
0.432274,-0.251274,3.254000
0.435037,-0.246461,3.257000
0.437746,-0.241617,3.260000
0.440401,-0.236743,3.263000
0.443001,-0.231840,3.266000
0.444705,-0.228556,3.268000
0.446384,-0.225259,3.270000
0.448857,-0.220290,3.273000
0.452068,-0.213623,3.277000
0.454411,-0.208592,3.280000
0.456698,-0.203536,3.283000
0.458929,-0.198454,3.286000
0.461104,-0.193348,3.289000
0.462521,-0.189931,3.291000
0.464601,-0.184787,3.294000
0.466622,-0.179620,3.297000
0.467938,-0.176164,3.299000
0.469864,-0.170962,3.302000
0.471115,-0.167483,3.304000
0.472944,-0.162247,3.307000
0.474714,-0.156993,3.310000
0.476425,-0.151720,3.313000
0.478078,-0.146430,3.316000
0.479671,-0.141122,3.319000
0.480701,-0.137575,3.321000
0.482195,-0.132242,3.324000
0.483158,-0.128678,3.326000
0.484553,-0.123322,3.329000
0.485888,-0.117951,3.332000
0.486745,-0.114363,3.334000
0.487575,-0.110771,3.336000
0.488379,-0.107173,3.338000
0.489155,-0.103572,3.340000
0.490270,-0.098160,3.343000
0.491324,-0.092738,3.346000
0.492318,-0.087307,3.349000
0.492948,-0.083682,3.351000
0.493841,-0.078237,3.354000
0.494403,-0.074605,3.356000
0.494938,-0.070969,3.358000
0.495446,-0.067331,3.360000
0.496157,-0.061870,3.363000
0.496598,-0.058226,3.365000
0.497209,-0.052758,3.368000
0.497759,-0.047286,3.371000
0.498249,-0.041812,3.374000
0.498542,-0.038161,3.376000
0.498931,-0.032684,3.379000
0.499156,-0.029032,3.381000
0.499355,-0.025382,3.383000
0.499528,-0.021732,3.385000
0.499736,-0.016258,3.388000
0.499841,-0.012609,3.390000
0.499949,-0.007139,3.393000
0.499997,-0.001672,3.396000
0.499996,0.001971,3.398000
0.499945,0.007432,3.401000
0.499834,0.012888,3.404000
0.499727,0.016521,3.406000
0.499517,0.021966,3.409000
0.499345,0.025592,3.411000
0.499037,0.031025,3.414000
0.498799,0.034641,3.416000
0.498535,0.038254,3.418000
0.498090,0.043664,3.421000
0.497761,0.047266,3.423000
0.497219,0.052659,3.426000
0.496826,0.056247,3.428000
0.496407,0.059831,3.430000
0.495731,0.065195,3.433000
0.494998,0.070546,3.436000
0.494478,0.074106,3.438000
0.493650,0.079434,3.441000
0.493067,0.082978,3.443000
0.492145,0.088281,3.446000
0.491167,0.093568,3.449000
0.490133,0.098840,3.452000
0.489413,0.102345,3.454000
0.488288,0.107587,3.457000
0.487107,0.112811,3.460000
0.485872,0.118017,3.463000
0.485019,0.121477,3.465000
0.483694,0.126649,3.468000
0.482781,0.130086,3.470000
0.481845,0.133512,3.472000
0.480885,0.136928,3.474000
0.479402,0.142033,3.477000
0.477867,0.147116,3.480000
0.476815,0.150492,3.482000
0.475740,0.153856,3.484000
0.474642,0.157209,3.486000
0.472954,0.162217,3.489000
0.471801,0.165542,3.491000
0.470625,0.168855,3.493000
0.468821,0.173802,3.496000
0.467590,0.177086,3.498000
0.465704,0.181988,3.501000
0.464420,0.185241,3.503000
0.462453,0.190098,3.506000
0.461116,0.193319,3.508000
0.459070,0.198128,3.511000
0.456977,0.202908,3.514000
0.455556,0.206079,3.516000
0.453387,0.210809,3.519000
0.451915,0.213946,3.521000
0.449670,0.218625,3.524000
0.447380,0.223274,3.527000
0.445045,0.227892,3.530000
0.443464,0.230953,3.532000
0.441057,0.235517,3.535000
0.438607,0.240049,3.538000
0.436115,0.244549,3.541000
0.434430,0.247529,3.543000
0.431868,0.251972,3.546000
0.429265,0.256382,3.549000
0.427508,0.259301,3.551000
0.424839,0.263651,3.554000
0.422130,0.267967,3.557000
0.420303,0.270824,3.559000
0.418459,0.273664,3.561000
0.415663,0.277893,3.564000
0.412829,0.282086,3.567000
0.409957,0.286243,3.570000
0.407049,0.290364,3.573000
0.405090,0.293091,3.575000
0.403117,0.295798,3.577000
0.400129,0.299829,3.580000
0.398118,0.302494,3.582000
0.395074,0.306459,3.585000
0.391996,0.310386,3.588000
0.389926,0.312982,3.590000
0.386795,0.316843,3.593000
0.383632,0.320665,3.596000
0.380438,0.324449,3.599000
0.377212,0.328194,3.602000
0.373956,0.331899,3.605000
0.371770,0.334346,3.607000
0.368467,0.337983,3.610000
0.366249,0.340384,3.612000
0.364021,0.342766,3.614000
0.360657,0.346305,3.617000
0.357265,0.349802,3.620000
0.353847,0.353260,3.623000
0.351554,0.355541,3.625000
0.349252,0.357803,3.627000
0.346940,0.360045,3.629000
0.343453,0.363373,3.632000
0.341116,0.365568,3.634000
0.337592,0.368825,3.637000
0.334044,0.372041,3.640000
0.330475,0.375215,3.643000
0.326883,0.378348,3.646000
0.323270,0.381440,3.649000
0.319637,0.384490,3.652000
0.315983,0.387498,3.655000
0.313538,0.389479,3.657000
0.309855,0.392415,3.660000
0.306154,0.395310,3.663000
0.303678,0.397215,3.665000
0.299950,0.400037,3.668000
0.296206,0.402817,3.671000
0.292446,0.405555,3.674000
0.288670,0.408252,3.677000
0.284880,0.410906,3.680000
0.281074,0.413518,3.683000
0.277255,0.416088,3.686000
0.274703,0.417778,3.688000
0.272147,0.419447,3.690000
0.268305,0.421915,3.693000
0.265739,0.423536,3.695000
0.261881,0.425932,3.698000
0.258012,0.428287,3.701000
0.255429,0.429833,3.703000
0.251547,0.432116,3.706000
0.248955,0.433614,3.708000
0.246362,0.435093,3.710000
0.242467,0.437275,3.713000
0.239868,0.438706,3.715000
0.235964,0.440818,3.718000
0.232054,0.442889,3.721000
0.228137,0.444920,3.724000
0.225524,0.446250,3.726000
0.221601,0.448211,3.729000
0.217675,0.450131,3.732000
0.215056,0.451388,3.734000
0.211126,0.453239,3.737000
0.208506,0.454451,3.739000
0.204575,0.456234,3.742000
0.201954,0.457400,3.744000
0.198024,0.459115,3.747000
0.194092,0.460791,3.750000
0.190159,0.462428,3.753000
0.187538,0.463497,3.755000
0.184920,0.464548,3.757000
0.180996,0.466091,3.760000
0.178381,0.467098,3.762000
0.175770,0.468086,3.764000
0.171857,0.469537,3.767000
0.169251,0.470483,3.769000
0.165345,0.471870,3.772000
0.162745,0.472773,3.774000
0.160149,0.473658,3.776000
0.157558,0.474526,3.778000
0.153677,0.475798,3.781000
0.149800,0.477032,3.784000
0.147219,0.477835,3.786000
0.144644,0.478621,3.788000
0.142075,0.479390,3.790000
0.138228,0.480513,3.793000
0.134386,0.481602,3.796000
0.131831,0.482308,3.798000
0.128006,0.483337,3.801000
0.124188,0.484332,3.804000
0.121649,0.484976,3.806000
0.117849,0.485913,3.809000
0.115322,0.486519,3.811000
0.112802,0.487110,3.813000
0.109033,0.487967,3.816000
0.105272,0.488792,3.819000
0.102773,0.489324,3.821000
0.100281,0.489840,3.823000
0.096555,0.490589,3.826000
0.094078,0.491069,3.828000
0.091611,0.491536,3.830000
0.087921,0.492209,3.833000
0.084242,0.492852,3.836000
0.081798,0.493264,3.838000
0.079363,0.493661,3.840000
0.075724,0.494233,3.843000
0.073306,0.494597,3.845000
0.069694,0.495119,3.848000
0.066095,0.495612,3.851000
0.062510,0.496077,3.854000
0.058938,0.496514,3.857000
0.056567,0.496790,3.859000
0.054206,0.497053,3.861000
0.050680,0.497425,3.864000
0.047169,0.497770,3.867000
0.044839,0.497985,3.869000
0.041359,0.498287,3.872000
0.039050,0.498473,3.874000
0.035602,0.498731,3.877000
0.032171,0.498964,3.880000
0.029896,0.499105,3.882000
0.026498,0.499297,3.885000
0.023118,0.499465,3.888000
0.020876,0.499564,3.890000
0.017531,0.499693,3.893000
0.014204,0.499798,3.896000
0.010894,0.499881,3.899000
0.008699,0.499924,3.901000
0.005426,0.499971,3.904000
0.003257,0.499989,3.906000
0.001100,0.499999,3.908000
-0.001045,0.499999,3.910000
-0.004242,0.499982,3.913000
-0.007421,0.499945,3.916000
-0.009527,0.499909,3.918000
-0.012666,0.499840,3.921000
-0.015786,0.499751,3.924000
-0.018885,0.499643,3.927000
-0.021965,0.499517,3.930000
-0.025024,0.499373,3.933000
-0.028062,0.499212,3.936000
-0.030074,0.499095,3.938000
-0.032072,0.498970,3.940000
-0.035048,0.498770,3.943000
-0.038003,0.498554,3.946000
-0.039960,0.498401,3.948000
-0.042873,0.498159,3.951000
-0.044801,0.497989,3.953000
-0.047671,0.497722,3.956000
-0.050519,0.497441,3.959000
-0.052403,0.497246,3.961000
-0.055208,0.496943,3.964000
-0.057991,0.496626,3.967000
-0.059831,0.496407,3.969000
-0.062570,0.496070,3.972000
-0.065286,0.495719,3.975000
-0.067081,0.495480,3.977000
-0.069752,0.495111,3.980000
-0.072400,0.494730,3.983000
-0.074150,0.494471,3.985000
-0.075886,0.494208,3.987000
-0.077606,0.493941,3.989000
-0.080164,0.493532,3.992000
-0.082698,0.493114,3.995000
-0.084372,0.492830,3.997000
-0.086861,0.492397,4.000000
-0.088504,0.492105,4.002000
-0.090946,0.491659,4.005000
-0.093364,0.491206,4.008000
-0.094961,0.490900,4.010000
-0.097332,0.490435,4.013000
-0.098897,0.490122,4.015000
-0.101221,0.489647,4.018000
-0.102754,0.489328,4.020000
-0.105031,0.488844,4.023000
-0.107284,0.488355,4.026000
-0.108770,0.488026,4.028000
-0.110240,0.487696,4.030000
-0.111695,0.487365,4.032000
-0.113853,0.486865,4.035000
-0.115276,0.486530,4.037000
-0.117385,0.486025,4.040000
-0.118776,0.485687,4.042000
-0.120838,0.485179,4.045000
-0.122875,0.484667,4.048000
-0.124888,0.484152,4.051000
-0.126876,0.483635,4.054000
-0.128839,0.483115,4.057000
-0.130778,0.482594,4.060000
-0.132054,0.482246,4.062000
-0.133314,0.481900,4.064000
-0.135180,0.481380,4.067000
-0.136408,0.481033,4.069000
-0.138225,0.480514,4.072000
-0.140017,0.479995,4.075000
-0.141195,0.479650,4.077000
-0.142938,0.479133,4.080000
-0.144656,0.478617,4.083000
-0.146348,0.478103,4.086000
-0.148016,0.477589,4.089000
-0.149659,0.477077,4.092000
-0.150737,0.476737,4.094000
-0.152330,0.476231,4.097000
-0.153376,0.475895,4.099000
-0.154919,0.475395,4.102000
-0.156438,0.474897,4.105000
-0.157931,0.474403,4.108000
-0.159399,0.473911,4.111000
-0.160361,0.473587,4.113000
-0.161306,0.473266,4.115000
-0.162700,0.472788,4.118000
-0.164068,0.472315,4.121000
-0.165411,0.471847,4.124000
-0.166728,0.471383,4.127000
-0.167590,0.471077,4.129000
-0.168857,0.470624,4.132000
-0.169685,0.470327,4.134000
-0.170902,0.469886,4.137000
-0.172094,0.469451,4.140000
-0.172871,0.469165,4.142000
-0.174013,0.468743,4.145000
-0.174757,0.468466,4.147000
-0.175484,0.468194,4.149000
-0.176549,0.467793,4.152000
-0.177590,0.467399,4.155000
-0.178604,0.467012,4.158000
-0.179593,0.466633,4.161000
-0.180557,0.466261,4.164000
-0.181182,0.466018,4.166000
-0.182095,0.465662,4.169000
-0.182687,0.465430,4.171000
-0.183261,0.465205,4.173000
-0.183819,0.464985,4.175000
-0.184359,0.464770,4.177000
-0.185145,0.464458,4.180000
-0.185651,0.464256,4.182000
-0.186141,0.464060,4.184000
-0.186849,0.463775,4.187000
-0.187305,0.463591,4.189000
-0.187962,0.463325,4.192000
-0.188383,0.463154,4.194000
-0.188989,0.462907,4.197000
-0.189376,0.462749,4.199000
-0.189745,0.462598,4.201000
-0.190097,0.462453,4.203000
-0.190432,0.462315,4.205000
-0.190750,0.462184,4.207000
-0.191201,0.461998,4.210000
-0.191625,0.461822,4.213000
-0.192024,0.461657,4.216000
-0.192396,0.461501,4.219000
-0.192627,0.461405,4.221000
-0.192947,0.461271,4.224000
-0.193241,0.461148,4.227000
-0.193508,0.461036,4.230000
-0.193669,0.460969,4.232000
-0.193812,0.460909,4.234000
-0.194000,0.460830,4.237000
-0.194161,0.460762,4.240000
-0.194251,0.460724,4.242000
-0.194323,0.460693,4.244000
-0.194405,0.460659,4.247000
-0.194441,0.460644,4.249000
-0.194469,0.460632,4.252000
-0.194470,0.460632,4.255000
